name,digits,dividend,divisor,expected
Division_1d_874,1,5,3,1
Division_1d_875,1,5,6,0
Division_1d_876,1,3,5,0
Division_1d_877,1,9,9,1
Division_1d_878,1,6,8,0
Division_1d_879,1,8,7,1
Division_1d_880,1,1,4,0
Division_1d_881,1,1,9,0
Division_1d_882,1,3,6,0
Division_1d_883,1,2,9,0
Division_1d_884,1,9,5,1
Division_1d_885,1,2,5,0
Division_1d_886,1,9,9,1
Division_1d_887,1,5,9,0
Division_1d_888,1,9,4,2
Division_1d_889,1,5,6,0
Division_1d_890,1,7,6,1
Division_1d_891,1,1,4,0
Division_1d_892,1,5,7,0
Division_1d_893,1,2,9,0
Division_1d_894,1,5,4,1
Division_1d_895,1,4,7,0
Division_1d_896,1,2,9,0
Division_1d_897,1,4,9,0
Division_1d_898,1,7,6,1
Division_1d_899,1,8,3,2
Division_1d_900,1,5,9,0
Division_1d_901,1,8,7,1
Division_1d_902,1,8,4,2
Division_1d_903,1,3,6,0
Division_1d_904,1,4,2,2
Division_1d_905,1,3,8,0
Division_1d_906,1,9,8,1
Division_1d_907,1,9,4,2
Division_1d_908,1,1,3,0
Division_1d_909,1,5,4,1
Division_1d_910,1,2,3,0
Division_1d_911,1,4,4,1
Division_1d_912,1,9,4,2
Division_1d_913,1,3,8,0
Division_1d_914,1,7,7,1
Division_1d_915,1,2,4,0
Division_1d_916,1,4,4,1
Division_1d_917,1,2,8,0
Division_1d_918,1,6,9,0
Division_1d_919,1,1,3,0
Division_1d_920,1,4,5,0
Division_1d_921,1,6,9,0
Division_1d_922,1,3,5,0
Division_1d_923,1,7,2,3
Division_1d_924,1,6,9,0
Division_1d_925,1,6,5,1
Division_1d_926,1,7,9,0
Division_1d_927,1,8,4,2
Division_1d_928,1,6,3,2
Division_1d_929,1,6,5,1
Division_1d_930,1,5,7,0
Division_1d_931,1,8,2,4
Division_1d_932,1,3,2,1
Division_1d_933,1,1,7,0
Division_1d_934,1,9,3,3
Division_1d_935,1,9,4,2
Division_1d_936,1,9,7,1
Division_1d_937,1,3,4,0
Division_1d_938,1,7,2,3
Division_1d_939,1,2,7,0
Division_1d_940,1,6,5,1
Division_1d_941,1,6,8,0
Division_1d_942,1,2,2,1
Division_1d_943,1,6,5,1
Division_1d_944,1,9,4,2
Division_1d_945,1,1,9,0
Division_1d_946,1,8,2,4
Division_1d_947,1,5,9,0
Division_1d_948,1,7,3,2
Division_1d_949,1,5,4,1
Division_1d_950,1,2,3,0
Division_1d_951,1,3,8,0
Division_1d_952,1,2,7,0
Division_1d_953,1,2,2,1
Division_1d_954,1,1,6,0
Division_1d_955,1,6,6,1
Division_1d_956,1,5,4,1
Division_1d_957,1,3,3,1
Division_1d_958,1,9,6,1
Division_1d_959,1,7,9,0
Division_1d_960,1,7,5,1
Division_1d_961,1,7,6,1
Division_1d_962,1,4,8,0
Division_1d_963,1,6,9,0
Division_1d_964,1,2,6,0
Division_1d_965,1,6,3,2
Division_1d_966,1,3,7,0
Division_1d_967,1,8,8,1
Division_1d_968,1,6,3,2
Division_1d_969,1,9,6,1
Division_1d_970,1,9,4,2
Division_1d_971,1,5,5,1
Division_1d_972,1,8,3,2
Division_1d_973,1,5,7,0
Division_1d_974,1,6,2,3
Division_1d_975,1,5,5,1
Division_1d_976,1,4,7,0
Division_1d_977,1,9,6,1
Division_1d_978,1,3,3,1
Division_1d_979,1,5,2,2
Division_1d_980,1,7,2,3
Division_1d_981,1,7,8,0
Division_1d_982,1,9,7,1
Division_1d_983,1,2,8,0
Division_1d_984,1,7,6,1
Division_1d_985,1,2,2,1
Division_1d_986,1,6,9,0
Division_1d_987,1,7,5,1
Division_1d_988,1,5,7,0
Division_1d_989,1,3,7,0
Division_1d_990,1,1,7,0
Division_1d_991,1,4,2,2
Division_1d_992,1,7,3,2
Division_1d_993,1,1,3,0
Division_1d_994,1,7,3,2
Division_1d_995,1,1,8,0
Division_1d_996,1,5,6,0
Division_1d_997,1,7,2,3
Division_1d_998,1,6,8,0
Division_1d_999,1,6,7,0
Division_1d_1000,1,6,5,1
